"","epoch","train_loss","val_loss"
"1",1,0.720317304134369,0.544577419757843
"2",2,0.529888927936554,0.514623463153839
"3",3,0.52652370929718,0.482876360416412
"4",4,0.474467426538467,0.476769953966141
"5",5,0.484640330076218,0.459656357765198
"6",6,0.458440899848938,0.41792106628418
"7",7,0.422995239496231,0.393736273050308
"8",8,0.363964766263962,0.413353264331818
"9",9,0.381717652082443,0.356228053569794
"10",10,0.365789800882339,0.347259968519211
"11",11,0.349815458059311,0.330418974161148
"12",12,0.35139587521553,0.355392396450043
"13",13,0.332028388977051,0.342969417572021
"14",14,0.32215416431427,0.313950210809708
"15",15,0.297858268022537,0.329457253217697
"16",16,0.304994434118271,0.341441780328751
"17",17,0.329454392194748,0.353231996297836
"18",18,0.274904549121857,0.331595987081528
"19",19,0.322289347648621,0.292968332767487
"20",20,0.271218299865723,0.329720437526703
"21",21,0.274842828512192,0.318001985549927
"22",22,0.277971625328064,0.30438032746315
"23",23,0.25433886051178,0.288869112730026
"24",24,0.286051452159882,0.283557385206223
"25",25,0.242826908826828,0.287832140922546
"26",26,0.2636379301548,0.281124114990234
"27",27,0.221396252512932,0.278619587421417
"28",28,0.235958993434906,0.279732257127762
"29",29,0.252649933099747,0.279838174581528
"30",30,0.209790870547295,0.280169904232025
"31",31,0.233776643872261,0.276409387588501
"32",32,0.2072793841362,0.273374974727631
"33",33,0.200836375355721,0.294375211000443
"34",34,0.241795912384987,0.287449330091476
"35",35,0.195808872580528,0.273913979530334
"36",36,0.229960709810257,0.278998345136642
"37",37,0.177101343870163,0.28412988781929
"38",38,0.194424226880074,0.275278896093369
"39",39,0.231609880924225,0.279830247163773
"40",40,0.176803275942802,0.267137438058853
"41",41,0.203635036945343,0.279159069061279
"42",42,0.172427341341972,0.422554403543472
"43",43,0.220649763941765,0.301680266857147
"44",44,0.205971881747246,0.26991805434227
"45",45,0.169792547821999,0.277360856533051
"46",46,0.203432455658913,0.2904372215271
"47",47,0.152108192443848,0.276185631752014
"48",48,0.158132925629616,0.308469116687775
"49",49,0.203039035201073,0.263187408447266
"50",50,0.172644481062889,0.261417776346207
"51",51,0.172477260231972,0.260942280292511
"52",52,0.140970334410667,0.267603397369385
"53",53,0.165017545223236,0.268268615007401
"54",54,0.169590294361115,0.317223727703094
"55",55,0.159828633069992,0.263028591871262
"56",56,0.163217917084694,0.258561581373215
"57",57,0.153689756989479,0.335076451301575
"58",58,0.193540677428246,0.358409255743027
"59",59,0.21372452378273,0.283719629049301
"60",60,0.155177518725395,0.257501900196075
"61",61,0.155249297618866,0.265869528055191
"62",62,0.132492482662201,0.259631454944611
"63",63,0.147739499807358,0.283669710159302
"64",64,0.147671535611153,0.2615906894207
"65",65,0.142067715525627,0.269223481416702
"66",66,0.157500997185707,0.297465890645981
"67",67,0.120746716856956,0.253016591072083
"68",68,0.142112255096436,0.278469622135162
"69",69,0.134499162435532,0.304381638765335
"70",70,0.172117367386818,0.320828825235367
"71",71,0.130493387579918,0.25419294834137
"72",72,0.107458487153053,0.260625958442688
"73",73,0.146831780672073,0.309823453426361
"74",74,0.137553602457047,0.354694008827209
"75",75,0.150655642151833,0.252262264490128
"76",76,0.105705738067627,0.250376522541046
"77",77,0.107248991727829,0.265689164400101
"78",78,0.148971125483513,0.292061448097229
"79",79,0.138948604464531,0.290703505277634
"80",80,0.160816967487335,0.250635355710983
"81",81,0.104259103536606,0.254095375537872
"82",82,0.0986656695604324,0.251072287559509
"83",83,0.136925786733627,0.253242254257202
"84",84,0.104455545544624,0.25465002655983
"85",85,0.133954480290413,0.250745534896851
"86",86,0.100659340620041,0.288618505001068
"87",87,0.0986916348338127,0.269193202257156
"88",88,0.152540937066078,0.29669377207756
"89",89,0.115272775292397,0.258167654275894
"90",90,0.140988543629646,0.278528094291687
"91",91,0.116116985678673,0.276378124952316
"92",92,0.130252942442894,0.304876446723938
"93",93,0.135849073529243,0.248127266764641
"94",94,0.0988024547696114,0.249025851488113
"95",95,0.118846453726292,0.289638012647629
"96",96,0.083647646009922,0.252927780151367
"97",97,0.100723832845688,0.26232984662056
"98",98,0.109549678862095,0.258283168077469
"99",99,0.0996119007468224,0.250109255313873
"100",100,0.105994164943695,0.26825425028801
"101",101,0.0786809697747231,0.257629990577698
"102",102,0.105137385427952,0.263198971748352
"103",103,0.112709708511829,0.269064694643021
"104",104,0.0917206630110741,0.260240882635117
"105",105,0.107431299984455,0.326270282268524
"106",106,0.087738610804081,0.299506932497025
"107",107,0.109397791326046,0.249972328543663
"108",108,0.0980470851063728,0.254388034343719
"109",109,0.0940617322921753,0.251357913017273
"110",110,0.100929223001003,0.260795205831528
"111",111,0.0912654101848602,0.335663169622421
"112",112,0.154396966099739,0.352539926767349
"113",113,0.0976471528410912,0.249406576156616
